09:50:09,movebase_start
09:50:37,movebase_finish
09:50:37,start
09:50:37,search
09:50:46,adjustment
09:50:50,guidance
09:51:18,charging
09:51:18,finish
10:00:03,autocharge_cancel
10:10:08,movebase_start
10:10:35,movebase_finish
10:10:35,start
10:10:36,search
10:10:47,adjustment
10:10:50,guidance
10:11:24,charging
10:20:04,autocharge_cancel
10:30:08,movebase_start
10:30:45,movebase_finish
10:30:45,start
10:30:46,search
10:30:58,adjustment
10:31:19,adjustment
10:31:39,adjustment
10:31:43,guidance
10:32:14,charging
10:32:45,finish
10:40:03,autocharge_cancel
10:50:09,movebase_start
10:50:53,movebase_finish
10:50:53,start
10:50:53,search
10:51:07,adjustment
10:51:29,adjustment
10:51:32,guidance
10:51:50,detect_fail
10:51:51,movebase_start
10:52:25,movebase_finish
10:52:25,start
10:52:26,search
10:52:38,adjustment
10:52:41,guidance
10:53:01,detect_fail
10:53:01,movebase_start
10:53:11,movebase_finish
10:53:11,start
10:53:11,search
10:53:24,adjustment
10:53:28,guidance
10:54:01,detect_fail
10:54:01,movebase_start
10:54:08,movebase_finish
10:54:08,start
10:54:08,search
10:54:20,adjustment
10:54:23,guidance
10:55:13,charging
11:00:04,autocharge_cancel
11:10:08,movebase_start
11:10:28,movebase_finish
11:10:28,start
11:10:28,search
11:10:41,adjustment
11:11:03,adjustment
11:11:06,guidance
11:11:25,detect_fail
11:11:26,movebase_start
11:11:44,movebase_finish
11:11:44,start
11:11:44,search
11:11:58,adjustment
11:12:21,adjustment
11:12:24,guidance
11:13:08,charging
11:20:03,autocharge_cancel
11:30:08,movebase_start
11:30:43,movebase_finish
11:30:43,start
11:30:43,search
11:30:57,adjustment
11:31:19,adjustment
11:31:22,guidance
11:31:49,charging
11:37:39,finish
12:14:14,charging
12:27:08,finish
12:54:59,autocharge_cancel
12:55:55,movebase_start
12:56:12,autocharge_cancel
12:56:29,movebase_start
12:56:37,autocharge_cancel
12:56:47,autocharge_cancel
12:57:03,movebase_start
12:57:10,autocharge_cancel
12:57:38,movebase_start
12:58:02,movebase_finish
12:58:02,start
12:58:02,search
12:58:13,adjustment
12:58:16,guidance
12:58:44,charging
12:59:00,autocharge_cancel
13:10:09,movebase_start
13:10:54,movebase_finish
13:10:54,start
13:10:55,search
13:11:06,adjustment
13:11:09,guidance
13:11:39,charging
13:11:54,autocharge_cancel
13:30:09,movebase_start
13:30:28,movebase_finish
13:30:28,start
13:30:28,search
13:30:41,adjustment
13:31:02,adjustment
13:31:05,guidance
13:31:37,charging
13:40:01,autocharge_cancel
13:50:08,movebase_start
13:50:44,movebase_finish
13:50:44,start
13:50:44,search
13:50:58,adjustment
13:51:19,adjustment
13:51:40,adjustment
13:51:43,guidance
13:52:16,charging
14:00:04,autocharge_cancel
14:10:08,movebase_start
14:10:37,movebase_finish
14:10:37,start
14:10:37,search
14:10:53,adjustment
14:11:17,adjustment
14:11:39,adjustment
14:11:42,guidance
14:12:04,detect_fail
14:12:04,movebase_start
14:12:13,movebase_finish
14:12:13,start
14:12:14,search
14:12:27,adjustment
14:12:30,guidance
14:13:17,charging
14:20:03,autocharge_cancel
14:30:09,movebase_start
14:30:39,movebase_finish
14:30:39,start
14:30:40,search
14:30:52,adjustment
14:31:13,adjustment
14:31:17,guidance
14:31:47,charging
14:38:51,finish
14:40:02,autocharge_cancel
14:50:08,movebase_start
14:51:51,movebase_finish
14:51:51,start
14:51:51,search
14:52:03,adjustment
14:52:24,adjustment
14:52:27,guidance
14:53:01,charging
14:58:44,finish
15:00:06,autocharge_cancel
15:10:09,movebase_start
15:10:38,movebase_finish
15:10:38,start
15:10:38,search
15:10:53,adjustment
15:11:13,adjustment
15:11:16,guidance
15:11:45,charging
15:17:01,finish
15:20:04,autocharge_cancel
15:30:09,movebase_start
15:33:10,movebase_finish
15:33:10,start
15:33:10,search
15:33:23,adjustment
15:33:43,adjustment
15:33:46,guidance
15:34:01,detect_fail
15:34:01,movebase_start
15:34:21,movebase_finish
15:34:21,start
15:34:21,search
15:34:35,adjustment
15:34:38,guidance
15:35:09,detect_fail
15:35:09,movebase_start
15:35:16,movebase_finish
15:35:16,start
15:35:16,search
15:35:27,adjustment
15:35:31,guidance
15:36:19,charging
15:40:02,autocharge_cancel
15:50:08,movebase_start
15:50:26,movebase_finish
15:50:26,start
15:50:26,search
15:50:39,adjustment
15:51:00,adjustment
15:51:22,adjustment
15:51:25,guidance
15:51:58,charging
16:00:04,autocharge_cancel
16:10:08,movebase_start
16:10:31,movebase_finish
16:10:31,start
16:10:31,search
16:10:44,adjustment
16:11:05,adjustment
16:11:08,guidance
16:11:39,docking_fail
16:11:39,movebase_start
16:11:49,movebase_finish
16:11:49,start
16:11:49,search
16:12:02,adjustment
16:12:06,guidance
16:12:39,docking_fail
16:12:39,movebase_start
16:12:53,movebase_finish
16:12:53,start
16:12:54,search
16:13:07,adjustment
16:13:10,guidance
16:13:20,detect_fail
16:13:20,movebase_start
16:13:44,movebase_finish
16:13:44,start
16:13:45,search
16:13:58,adjustment
16:14:01,guidance
16:15:14,docking_fail
16:15:14,movebase_start
16:15:33,movebase_finish
16:15:33,start
16:15:33,search
16:15:45,adjustment
16:16:06,adjustment
16:16:09,guidance
16:16:40,docking_fail
16:16:40,movebase_start
16:16:59,movebase_finish
16:16:59,start
16:16:59,search
16:17:11,adjustment
16:17:14,guidance
16:17:56,docking_fail
16:17:56,movebase_start
16:18:15,movebase_finish
16:18:15,start
16:18:15,autocharge_cancel
16:19:36,movebase_start
16:20:10,movebase_finish
16:20:10,start
16:20:10,autocharge_cancel
16:21:41,movebase_start
16:22:17,movebase_finish
16:22:17,start
16:22:17,search
16:22:33,adjustment
16:22:56,adjustment
16:23:17,adjustment
16:23:20,guidance
16:23:52,docking_fail
16:23:53,movebase_start
16:24:16,movebase_finish
16:24:16,start
16:24:17,search
16:24:31,adjustment
16:24:34,guidance
16:24:35,autocharge_cancel
16:50:08,movebase_start
16:50:26,movebase_finish
16:50:26,start
16:50:26,search
16:50:40,adjustment
16:51:02,adjustment
16:51:24,adjustment
16:51:27,guidance
16:52:04,guidance_fail
16:52:04,movebase_start
16:52:12,movebase_finish
16:52:12,start
16:52:12,search
16:52:26,adjustment
16:52:29,guidance
16:53:11,docking_fail
16:53:11,movebase_start
16:53:21,movebase_finish
16:53:21,start
16:53:21,search
16:53:35,adjustment
16:53:38,guidance
16:53:47,detect_fail
16:53:47,movebase_start
16:54:06,movebase_finish
16:54:06,start
16:54:06,search
16:54:19,adjustment
16:54:22,guidance
16:55:34,docking_fail
16:55:34,movebase_start
16:55:42,movebase_finish
16:55:42,start
16:55:42,search
16:55:55,adjustment
16:55:59,guidance
16:56:01,autocharge_cancel
17:11:13,movebase_start
17:11:45,movebase_finish
17:11:45,start
17:11:45,search
17:11:59,adjustment
17:12:21,adjustment
17:12:24,guidance
17:13:00,guidance_fail
17:13:00,movebase_start
17:13:18,movebase_finish
17:13:18,start
17:13:19,search
17:13:31,adjustment
17:13:34,guidance
17:13:35,autocharge_cancel
22:12:28,movebase_start
22:13:03,movebase_finish
22:13:03,start
22:13:04,search
22:13:15,adjustment
22:13:36,adjustment
22:13:56,adjustment
22:14:16,adjustment
22:14:20,guidance
22:14:47,charging
22:15:21,autocharge_cancel
22:16:47,movebase_start
22:17:11,movebase_finish
22:17:11,start
22:17:11,search
22:17:21,adjustment
22:17:41,adjustment
22:17:45,guidance
22:18:15,charging
22:19:39,autocharge_cancel
22:30:08,movebase_start
22:30:43,movebase_finish
22:30:43,start
22:30:43,search
22:30:54,adjustment
22:31:14,adjustment
22:31:18,guidance
22:31:51,charging
22:40:03,autocharge_cancel
22:50:08,movebase_start
22:50:27,movebase_finish
22:50:27,start
22:50:28,search
22:50:40,adjustment
22:51:01,adjustment
22:51:22,adjustment
22:51:25,guidance
22:51:59,charging
22:56:47,autocharge_cancel
23:10:09,movebase_start
23:10:42,movebase_finish
23:10:42,start
23:10:42,search
23:10:54,adjustment
23:11:15,adjustment
23:11:18,guidance
23:11:50,charging
23:12:25,autocharge_cancel
23:30:08,movebase_start
23:30:33,movebase_finish
23:30:33,start
23:30:33,search
23:30:45,adjustment
23:31:07,adjustment
23:31:11,guidance
23:31:44,docking_fail
23:31:44,movebase_start
23:32:13,movebase_finish
23:32:13,start
23:32:14,search
23:32:16,autocharge_cancel
23:32:35,movebase_start
23:33:03,movebase_finish
23:33:03,start
23:33:03,search
23:33:13,adjustment
23:33:16,guidance
23:33:47,guidance_fail
23:33:47,movebase_start
23:34:05,movebase_finish
23:34:05,start
23:34:05,search
23:34:15,adjustment
23:34:19,guidance
23:34:52,docking_fail
